time;speed
4.220000;7.04
4.230000;7.12
4.240000;7.19
4.250000;7.27
4.260000;7.34
4.270000;7.42
4.280000;7.49
4.290000;7.57
4.300000;7.64
4.310000;7.72
4.320000;7.79
4.330000;7.87
4.340000;7.94
4.350000;8.02
4.360000;8.09
4.370000;8.16
4.380000;8.24
4.390000;8.31
4.400000;8.39
4.410000;8.46
4.420000;8.54
4.430000;8.61
4.440000;8.69
4.450000;8.76
4.460000;8.83
4.470000;8.91
4.480000;8.98
4.490000;9.06
4.500000;9.13
4.510000;9.20
4.520000;9.28
4.530000;9.35
4.540000;9.43
4.550000;9.50
4.560000;9.57
4.570000;9.65
4.580000;9.72
4.590000;9.79
4.600000;9.87
4.610000;9.94
4.620000;10.01
4.630000;10.09
4.640000;10.16
4.650000;10.23
4.660000;10.31
4.670000;10.38
4.680000;10.45
4.690000;10.53
4.700000;10.60
4.710000;10.67
4.720000;10.74
4.730000;10.82
4.740000;10.89
4.750000;10.96
4.760000;11.04
4.770000;11.11
4.780000;11.18
4.790000;11.25
4.800000;11.33
4.810000;11.40
4.820000;11.47
4.830000;11.54
4.840000;11.61
4.850000;11.69
4.860000;11.76
4.870000;11.83
4.880000;11.90
4.890000;11.98
4.900000;12.05
4.910000;12.12
4.920000;12.19
4.930000;12.26
4.940000;12.33
4.950000;12.41
4.960000;12.48
4.970000;12.55
4.980000;12.62
4.990000;12.69
5.000000;12.76
5.010000;12.84
5.020000;12.91
5.030000;12.98
5.040000;13.05
5.050000;13.12
5.060000;13.19
5.070000;13.26
5.080000;13.34
5.090000;13.41
5.100000;13.48
5.110000;13.55
5.120000;13.62
5.130000;13.69
5.140000;13.76
5.150000;13.83
5.160000;13.90
5.170000;13.97
5.180000;14.04
5.190000;14.11
5.200000;14.19
5.210000;14.26
5.220000;14.33
5.230000;14.40
5.240000;14.47
5.250000;14.54
5.260000;14.61
5.270000;14.68
5.280000;14.75
5.290000;14.82
5.300000;14.89
5.310000;14.96
5.320000;15.03
5.330000;15.10
5.340000;15.17
5.350000;15.24
5.360000;15.31
5.370000;15.38
5.380000;15.45
5.390000;15.52
5.400000;15.59
5.410000;15.66
5.420000;15.73
5.430000;15.80
5.440000;15.86
5.450000;15.93
5.460000;16.00
5.470000;16.07
5.480000;16.14
5.490000;16.21
5.500000;16.28
5.510000;16.35
5.520000;16.42
5.530000;16.49
5.540000;16.56
5.550000;16.63
5.560000;16.69
5.570000;16.76
5.580000;16.83
5.590000;16.90
5.600000;16.97
5.610000;17.04
5.620000;17.11
5.630000;17.18
5.640000;17.24
5.650000;17.31
5.660000;17.38
5.670000;17.45
5.680000;17.52
5.690000;17.59
5.700000;17.65
5.710000;17.72
5.720000;17.79
5.730000;17.86
5.740000;17.93
5.750000;17.99
5.760000;18.06
5.770000;18.13
5.780000;18.20
5.790000;18.27
5.800000;18.33
5.810000;18.40
5.820000;18.47
5.830000;18.54
5.840000;18.60
5.850000;18.67
5.860000;18.74
5.870000;18.81
5.880000;18.87
5.890000;18.94
5.900000;19.01
5.910000;19.08
5.920000;19.14
5.930000;19.21
5.940000;19.28
5.950000;19.35
5.960000;19.41
5.970000;19.48
5.980000;19.55
5.990000;19.61
6.000000;19.68
6.010000;19.75
6.020000;19.81
6.030000;19.88
6.040000;19.95
6.050000;20.01
6.060000;20.08
6.070000;20.15
6.080000;20.21
6.090000;20.28
6.100000;20.35
6.110000;20.41
6.120000;20.48
6.130000;20.55
6.140000;20.61
6.150000;20.68
6.160000;20.75
6.170000;20.81
6.180000;20.88
6.190000;20.94
6.200000;21.01
6.210000;21.08
6.220000;21.14
6.230000;21.21
6.240000;21.27
6.250000;21.34
6.260000;21.40
6.270000;21.47
6.280000;21.54
6.290000;21.60
6.300000;21.67
6.310000;21.73
6.320000;21.80
6.330000;21.86
6.340000;21.93
6.350000;21.99
6.360000;22.06
6.370000;22.12
6.380000;22.19
6.390000;22.26
6.400000;22.32
6.410000;22.39
6.420000;22.45
6.430000;22.52
6.440000;22.58
6.450000;22.65
6.460000;22.71
6.470000;22.78
6.480000;22.84
6.490000;22.90
6.500000;22.97
6.510000;23.03
6.520000;23.10
6.530000;23.16
6.540000;23.23
6.550000;23.29
6.560000;23.36
6.570000;23.42
6.580000;23.49
6.590000;23.55
6.600000;23.61
6.610000;23.68
6.620000;23.74
6.630000;23.81
6.640000;23.87
6.650000;23.93
6.660000;24.00
6.670000;24.06
6.680000;24.13
6.690000;24.19
6.700000;24.25
6.710000;24.32
6.720000;24.38
6.730000;24.45
6.740000;24.51
6.750000;24.57
6.760000;24.64
6.770000;24.70
6.780000;24.76
6.790000;24.83
6.800000;24.89
6.810000;24.95
6.820000;25.02
6.830000;25.08
6.840000;25.14
6.850000;25.21
6.860000;25.27
6.870000;25.33
6.880000;25.40
6.890000;25.46
6.900000;25.52
6.910000;25.59
6.920000;25.65
6.930000;25.71
6.940000;25.77
6.950000;25.84
6.960000;25.90
6.970000;25.96
6.980000;26.03
6.990000;26.09
7.000000;26.15
7.010000;26.21
7.020000;26.28
7.030000;26.34
7.040000;26.40
7.050000;26.46
7.060000;26.53
7.070000;26.59
7.080000;26.65
7.090000;26.71
7.100000;26.77
7.110000;26.84
7.120000;26.90
7.130000;26.96
7.140000;27.02
7.150000;27.08
7.160000;27.15
7.170000;27.21
7.180000;27.27
7.190000;27.33
7.200000;27.39
7.210000;27.46
7.220000;27.52
7.230000;27.58
7.240000;27.64
7.250000;27.70
7.260000;27.76
7.270000;27.82
7.280000;27.89
7.290000;27.95
7.300000;28.01
7.310000;28.07
7.320000;28.13
7.330000;28.19
7.340000;28.25
7.350000;28.32
7.360000;28.38
7.370000;28.44
7.380000;28.50
7.390000;28.56
7.400000;28.62
7.410000;28.68
7.420000;28.74
7.430000;28.80
7.440000;28.86
7.450000;28.92
7.460000;28.98
7.470000;29.05
7.480000;29.11
7.490000;29.17
7.500000;29.23
7.510000;29.29
7.520000;29.35
7.530000;29.41
7.540000;29.47
7.550000;29.53
7.560000;29.59
7.570000;29.65
7.580000;29.71
7.590000;29.77
7.600000;29.83
7.610000;29.89
7.620000;29.95
7.630000;30.01
7.640000;30.07
7.650000;30.13
7.660000;30.19
7.670000;30.25
7.680000;30.31
7.690000;30.37
7.700000;30.43
7.710000;30.49
7.720000;30.55
7.730000;30.61
7.740000;30.67
7.750000;30.73
7.760000;30.79
7.770000;30.85
7.780000;30.91
7.790000;30.97
7.800000;31.02
7.810000;31.08
7.820000;31.14
7.830000;31.20
7.840000;31.26
7.850000;31.32
7.860000;31.38
7.870000;31.44
7.880000;31.50
7.890000;31.56
7.900000;31.62
7.910000;31.67
7.920000;31.73
7.930000;31.79
7.940000;31.85
7.950000;31.91
7.960000;31.97
7.970000;32.03
7.980000;32.09
7.990000;32.14
8.000000;32.20
8.010000;32.26
8.020000;32.32
8.030000;32.38
8.040000;32.44
8.050000;32.50
8.060000;32.55
8.070000;32.61
8.080000;32.67
8.090000;32.73
8.100000;32.79
8.110000;32.84
8.120000;32.90
8.130000;32.96
8.140000;33.02
8.150000;33.08
8.160000;33.13
8.170000;33.19
8.180000;33.25
8.190000;33.31
8.200000;33.37
8.210000;33.42
8.220000;33.48
8.230000;33.54
8.240000;33.60
8.250000;33.65
8.260000;33.71
8.270000;33.77
8.280000;33.83
8.290000;33.88
8.300000;33.94
8.310000;34.00
8.320000;34.06
8.330000;34.11
8.340000;34.17
8.350000;34.23
8.360000;34.29
8.370000;34.34
8.380000;34.40
8.390000;34.46
8.400000;34.51
8.410000;34.57
8.420000;34.63
8.430000;34.68
8.440000;34.74
8.450000;34.80
8.460000;34.85
8.470000;34.91
8.480000;34.97
8.490000;35.02
8.500000;35.08
8.510000;35.14
8.520000;35.19
8.530000;35.25
8.540000;35.31
8.550000;35.36
8.560000;35.42
8.570000;35.48
8.580000;35.53
8.590000;35.59
8.600000;35.65
8.610000;35.70
8.620000;35.76
8.630000;35.81
8.640000;35.87
8.650000;35.93
8.660000;35.98
8.670000;36.04
8.680000;36.09
8.690000;36.15
8.700000;36.21
8.710000;36.26
8.720000;36.32
8.730000;36.37
8.740000;36.43
8.750000;36.49
8.760000;36.54
8.770000;36.60
8.780000;36.65
8.790000;36.71
8.800000;36.76
8.810000;36.82
8.820000;36.87
8.830000;36.93
8.840000;36.98
8.850000;37.04
8.860000;37.10
8.870000;37.15
8.880000;37.21
8.890000;37.26
8.900000;37.32
8.910000;37.37
8.920000;37.43
8.930000;37.48
8.940000;37.54
8.950000;37.59
8.960000;37.65
8.970000;37.70
8.980000;37.76
8.990000;37.81
9.000000;37.87
9.010000;37.92
9.020000;37.97
9.030000;38.03
9.040000;38.08
9.050000;38.14
9.060000;38.19
9.070000;38.25
9.080000;38.30
9.090000;38.36
9.100000;38.41
9.110000;38.47
9.120000;38.52
9.130000;38.57
9.140000;38.63
9.150000;38.68
9.160000;38.74
9.170000;38.79
9.180000;38.85
9.190000;38.90
9.200000;38.95
9.210000;39.01
9.220000;39.06
9.230000;39.12
9.240000;39.17
9.250000;39.22
9.260000;39.28
9.270000;39.33
9.280000;39.38
9.290000;39.44
9.300000;39.49
9.310000;39.55
9.320000;39.60
9.330000;39.65
9.340000;39.71
9.350000;39.76
9.360000;39.81
9.370000;39.87
9.380000;39.92
9.390000;39.97
9.400000;40.03
9.410000;40.08
9.420000;40.13
9.430000;40.19
9.440000;40.24
9.450000;40.29
9.460000;40.35
9.470000;40.40
9.480000;40.45
9.490000;40.51
9.500000;40.56
9.510000;40.61
9.520000;40.66
9.530000;40.72
9.540000;40.77
9.550000;40.82
9.560000;40.88
9.570000;40.93
9.580000;40.98
9.590000;41.03
9.600000;41.09
9.610000;41.14
9.620000;41.19
9.630000;41.24
9.640000;41.30
9.650000;41.35
9.660000;41.40
9.670000;41.45
9.680000;41.51
9.690000;41.56
9.700000;41.61
9.710000;41.66
9.720000;41.71
9.730000;41.77
9.740000;41.82
9.750000;41.87
9.760000;41.92
9.770000;41.98
9.780000;42.03
9.790000;42.08
9.800000;42.13
9.810000;42.18
9.820000;42.23
9.830000;42.29
9.840000;42.34
9.850000;42.39
9.860000;42.44
9.870000;42.49
9.880000;42.55
9.890000;42.60
9.900000;42.65
9.910000;42.70
9.920000;42.75
9.930000;42.80
9.940000;42.85
9.950000;42.91
9.960000;42.96
9.970000;43.01
9.980000;43.06
9.990000;43.11
10.000000;43.16
10.010000;43.21
10.020000;43.26
10.030000;43.32
10.040000;43.37
10.050000;43.42
10.060000;43.47
10.070000;43.52
10.080000;43.57
10.090000;43.62
10.100000;43.67
10.110000;43.72
10.120000;43.77
10.130000;43.83
10.140000;43.88
10.150000;43.93
10.160000;43.98
10.170000;44.03
10.180000;44.08
10.190000;44.13
10.200000;44.18
10.210000;44.23
10.220000;44.28
10.230000;44.33
10.240000;44.38
10.250000;44.43
10.260000;44.48
10.270000;44.53
10.280000;44.58
10.290000;44.63
10.300000;44.68
10.310000;44.73
10.320000;44.78
10.330000;44.83
10.340000;44.88
10.350000;44.93
10.360000;44.98
10.370000;45.03
10.380000;45.08
10.390000;45.13
10.400000;45.18
10.410000;45.23
10.420000;45.28
10.430000;45.33
10.440000;45.38
10.450000;45.43
10.460000;45.48
10.470000;45.53
10.480000;45.58
10.490000;45.63
10.500000;45.68
10.510000;45.73
10.520000;45.78
10.530000;45.83
10.540000;45.88
10.550000;45.93
10.560000;45.98
10.570000;46.03
10.580000;46.08
10.590000;46.13
10.600000;46.18
10.610000;46.22
10.620000;46.27
10.630000;46.32
10.640000;46.37
10.650000;46.42
10.660000;46.47
10.670000;46.52
10.680000;46.57
10.690000;46.62
10.700000;46.67
10.710000;46.71
10.720000;46.76
10.730000;46.81
10.740000;46.86
10.750000;46.91
10.760000;46.96
10.770000;47.01
10.780000;47.06
10.790000;47.10
10.800000;47.15
10.810000;47.20
10.820000;47.25
10.830000;47.30
10.840000;47.35
10.850000;47.40
10.860000;47.44
10.870000;47.49
10.880000;47.54
10.890000;47.59
10.900000;47.64
10.910000;47.69
10.920000;47.73
10.930000;47.78
10.940000;47.83
10.950000;47.88
10.960000;47.93
10.970000;47.97
10.980000;48.02
10.990000;48.07
11.000000;48.12
11.010000;48.17
11.020000;48.21
11.030000;48.26
11.040000;48.31
11.050000;48.36
11.060000;48.41
11.070000;48.45
11.080000;48.50
11.090000;48.55
11.100000;48.60
11.110000;48.64
11.120000;48.69
11.130000;48.74
11.140000;48.79
11.150000;48.83
11.160000;48.88
11.170000;48.93
11.180000;48.98
11.190000;49.02
11.200000;49.07
11.210000;49.12
11.220000;49.16
11.230000;49.21
11.240000;49.26
11.250000;49.31
11.260000;49.35
11.270000;49.40
11.280000;49.45
11.290000;49.49
11.300000;49.54
11.310000;49.59
11.320000;49.64
11.330000;49.68
11.340000;49.73
11.350000;49.78
11.360000;49.82
11.370000;49.87
11.380000;49.92
11.390000;49.96
11.400000;50.01
11.410000;50.06
11.420000;50.10
11.430000;50.15
11.440000;50.20
11.450000;50.24
11.460000;50.29
11.470000;50.34
11.480000;50.38
11.490000;50.43
11.500000;50.47
11.510000;50.52
11.520000;50.57
11.530000;50.61
11.540000;50.66
11.550000;50.71
11.560000;50.75
11.570000;50.80
11.580000;50.84
11.590000;50.89
11.600000;50.94
11.610000;50.98
11.620000;51.03
11.630000;51.07
11.640000;49.94
11.650000;49.87
11.660000;49.80
11.670000;49.73
11.680000;49.66
11.690000;49.59
11.700000;49.52
11.710000;49.45
11.720000;49.38
11.730000;49.30
11.740000;49.23
11.750000;49.16
11.760000;49.09
11.770000;49.02
11.780000;48.95
11.790000;48.88
11.800000;48.81
11.810000;48.74
11.820000;48.68
11.830000;48.61
11.840000;48.54
11.850000;48.47
11.860000;48.40
11.870000;48.33
11.880000;48.26
11.890000;48.19
11.900000;48.12
11.910000;48.05
11.920000;47.98
11.930000;47.92
11.940000;47.85
11.950000;47.78
11.960000;47.71
11.970000;47.64
11.980000;47.58
11.990000;47.51
12.000000;47.44
12.010000;47.37
12.020000;47.30
12.030000;47.24
12.040000;47.17
12.050000;47.10
12.060000;47.03
12.070000;46.97
12.080000;46.90
12.090000;46.83
12.100000;46.77
12.110000;46.70
12.120000;46.63
12.130000;46.57
12.140000;46.50
12.150000;46.43
12.160000;46.37
12.170000;46.30
12.180000;46.24
12.190000;46.17
12.200000;46.10
12.210000;46.04
12.220000;45.97
12.230000;45.91
12.240000;45.84
12.250000;45.77
12.260000;45.71
12.270000;45.64
12.280000;45.58
12.290000;45.51
12.300000;45.45
12.310000;45.38
12.320000;45.32
12.330000;45.25
12.340000;45.19
12.350000;45.13
12.360000;45.06
12.370000;45.00
12.380000;44.93
12.390000;44.87
12.400000;44.80
12.410000;44.74
12.420000;44.68
12.430000;44.61
12.440000;44.55
12.450000;44.49
12.460000;44.42
12.470000;44.36
12.480000;44.30
12.490000;44.23
12.500000;44.17
12.510000;44.11
12.520000;44.04
12.530000;43.98
12.540000;43.92
12.550000;43.85
12.560000;43.79
12.570000;43.73
12.580000;43.67
12.590000;43.60
12.600000;43.54
12.610000;43.48
12.620000;43.42
12.630000;43.36
12.640000;43.29
12.650000;43.23
12.660000;43.17
12.670000;43.11
12.680000;43.05
12.690000;42.99
12.700000;42.92
12.710000;42.86
12.720000;42.80
12.730000;42.74
12.740000;42.68
12.750000;42.62
12.760000;42.56
12.770000;42.50
12.780000;42.44
12.790000;42.38
12.800000;42.32
12.810000;42.26
12.820000;42.20
12.830000;42.14
12.840000;42.07
12.850000;42.01
12.860000;41.95
12.870000;41.89
12.880000;41.84
12.890000;41.78
12.900000;41.72
12.910000;41.66
12.920000;41.60
12.930000;41.54
12.940000;41.48
12.950000;41.42
12.960000;41.36
12.970000;41.30
12.980000;41.24
12.990000;41.18
13.000000;41.12
13.010000;41.07
13.020000;41.01
13.030000;40.95
13.040000;40.89
13.050000;40.83
13.060000;40.77
13.070000;40.71
13.080000;40.66
13.090000;40.60
13.100000;40.54
13.110000;40.48
13.120000;40.43
13.130000;40.37
13.140000;40.31
13.150000;40.25
13.160000;40.19
13.170000;40.14
13.180000;40.08
13.190000;40.02
13.200000;39.97
13.210000;39.91
13.220000;39.85
13.230000;39.79
13.240000;39.74
13.250000;39.68
13.260000;39.62
13.270000;39.57
13.280000;39.51
13.290000;39.46
13.300000;39.40
13.310000;39.34
13.320000;39.29
13.330000;39.23
13.340000;39.17
13.350000;39.12
13.360000;39.06
13.370000;39.01
13.380000;38.95
13.390000;38.90
13.400000;38.84
13.410000;38.78
13.420000;38.73
13.430000;38.67
13.440000;38.62
13.450000;38.56
13.460000;38.51
13.470000;38.45
13.480000;38.40
13.490000;38.34
13.500000;38.29
13.510000;38.23
13.520000;38.18
13.530000;38.13
13.540000;38.07
13.550000;38.02
13.560000;37.96
13.570000;37.91
13.580000;37.85
13.590000;37.80
13.600000;37.75
13.610000;37.69
13.620000;37.64
13.630000;37.58
13.640000;37.53
13.650000;37.48
13.660000;37.42
13.670000;37.37
13.680000;37.32
13.690000;37.26
13.700000;37.21
13.710000;37.16
13.720000;37.10
13.730000;37.05
13.740000;37.00
13.750000;36.95
13.760000;36.89
13.770000;36.84
13.780000;36.79
13.790000;36.74
13.800000;36.68
13.810000;36.63
13.820000;36.58
13.830000;36.53
13.840000;36.47
13.850000;36.42
13.860000;36.37
13.870000;36.32
13.880000;36.27
13.890000;36.21
13.900000;36.16
13.910000;36.11
13.920000;36.06
13.930000;36.01
13.940000;35.96
13.950000;35.91
13.960000;35.85
13.970000;35.80
13.980000;35.75
13.990000;35.70
14.000000;35.65
14.010000;35.60
14.020000;35.55
14.030000;35.50
14.040000;35.45
14.050000;35.40
14.060000;35.35
14.070000;35.29
14.080000;35.24
14.090000;35.19
14.100000;35.14
14.110000;35.09
14.120000;35.04
14.130000;34.99
14.140000;34.94
14.150000;34.89
14.160000;34.84
14.170000;34.79
14.180000;34.74
14.190000;34.69
14.200000;34.65
14.210000;34.60
14.220000;34.55
14.230000;34.50
14.240000;34.45
14.250000;34.40
14.260000;34.35
14.270000;34.30
14.280000;34.25
14.290000;34.20
14.300000;34.15
14.310000;34.11
14.320000;34.06
14.330000;34.01
14.340000;33.96
14.350000;33.91
14.360000;33.86
14.370000;33.81
14.380000;33.77
14.390000;33.72
14.400000;33.67
14.410000;33.62
14.420000;33.57
14.430000;33.53
14.440000;33.48
14.450000;33.43
14.460000;33.38
14.470000;33.33
14.480000;33.29
14.490000;33.24
14.500000;33.19
14.510000;33.14
14.520000;33.10
14.530000;33.05
14.540000;33.00
14.550000;32.96
14.560000;32.91
14.570000;32.86
14.580000;32.81
14.590000;32.77
14.600000;32.72
14.610000;32.67
14.620000;32.63
14.630000;32.58
14.640000;32.53
14.650000;32.49
14.660000;32.44
14.670000;32.40
14.680000;32.35
14.690000;32.30
14.700000;32.26
14.710000;32.21
14.720000;32.17
14.730000;32.12
14.740000;32.07
14.750000;32.03
14.760000;31.98
14.770000;31.94
14.780000;31.89
14.790000;31.84
14.800000;31.80
14.810000;31.75
14.820000;31.71
14.830000;31.66
14.840000;31.62
14.850000;31.57
14.860000;31.53
14.870000;31.48
14.880000;31.44
14.890000;31.39
14.900000;31.35
14.910000;31.30
14.920000;31.26
14.930000;31.21
14.940000;31.17
14.950000;31.13
14.960000;31.08
14.970000;31.04
14.980000;30.99
14.990000;30.95
15.000000;30.90
15.010000;30.86
15.020000;30.82
15.030000;30.77
15.040000;30.73
15.050000;30.68
15.060000;30.64
15.070000;30.60
15.080000;30.55
15.090000;30.51
15.100000;30.47
15.110000;30.42
15.120000;30.38
15.130000;30.34
15.140000;30.29
15.150000;30.25
15.160000;30.21
15.170000;30.16
15.180000;30.12
15.190000;30.08
15.200000;30.03
15.210000;29.99
15.220000;29.95
15.230000;29.96
15.240000;29.88
15.250000;29.80
15.260000;29.72
15.270000;29.64
15.280000;29.56
15.290000;29.48
15.300000;29.40
15.310000;29.32
15.320000;29.24
15.330000;29.16
15.340000;29.08
15.350000;29.00
15.360000;28.92
15.370000;28.84
15.380000;28.76
15.390000;28.68
15.400000;28.60
15.410000;28.52
15.420000;28.44
15.430000;28.36
15.440000;28.28
15.450000;28.20
15.460000;28.12
15.470000;28.05
15.480000;27.97
15.490000;27.89
15.500000;27.81
15.510000;27.73
15.520000;27.65
15.530000;27.57
